model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
bert-base-multilingual-cased,177853440,64,1,11.12,0.04,89.91,1656798474,1656798594
bert-base-multilingual-cased,177853440,64,2,11.09,0.07,180.42,1656798604,1656798724
bert-base-multilingual-cased,177853440,64,4,11.95,0.11,334.77,1656798734,1656798854
bert-base-multilingual-cased,177853440,64,8,10.84,0.03,737.69,1656798864,1656798984
bert-base-multilingual-cased,177853440,64,16,10.89,0.03,1469.24,1656798994,1656799114
bert-base-multilingual-cased,177853440,64,32,15.46,0.03,2069.32,1656799124,1656799244
bert-base-multilingual-cased,177853440,64,64,29.05,0.01,2203.38,1656799254,1656799374
bert-base-multilingual-cased,177853440,64,128,58.67,0.01,2181.53,1656799385,1656799505
bert-base-multilingual-cased,177853440,64,256,114.01,0.01,2245.43,1656799516,1656799636
